CODIGO,DESC_CODIGO,CLASIFICADOR_CODIGO
46621,"Comercio al por menor de mobiliario, equipo y accesorios de cómputo, teléfonos y otros aparatos de comunicación ",Subrama
466211,"Comercio al por menor de mobiliario, equipo y accesorios de cómputo ",Clase
466212,Comercio al por menor de teléfonos y otros aparatos de comunicación ,Clase
4663,Comercio al por menor de artículos para la decoración de interiores ,Rama
46631,Comercio al por menor de artículos para la decoración de interiores ,Subrama
466311,"Comercio al por menor de alfombras, cortinas, tapices y similares ",Clase
466312,Comercio al por menor de plantas y flores naturales ,Clase
466313,Comercio al por menor de antigüedades y obras de arte ,Clase
466314,Comercio al por menor de lámparas ornamentales y candiles ,Clase
466319,Comercio al por menor de otros artículos para la decoración de interiores ,Clase
4664,Comercio al por menor de artículos usados ,Rama
46641,Comercio al por menor de artículos usados ,Subrama
466410,Comercio al por menor de artículos usados ,Clase
467,"Comercio al por menor de artículos de ferretería, tlapalería y vidrios ",Subsector
4671,"Comercio al por menor de artículos de ferretería, tlapalería y vidrios ",Rama
46711,"Comercio al por menor de artículos de ferretería, tlapalería y vidrios ",Subrama
467111,Comercio al por menor en ferreterías y tlapalerías ,Clase
467112,Comercio al por menor de pisos y recubrimientos cerámicos ,Clase
467113,Comercio al por menor de pintura ,Clase
467114,Comercio al por menor de vidrios y espejos ,Clase
467115,Comercio al por menor de artículos para la limpieza ,Clase
467116,Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas ,Clase
467117,Comercio al por menor de artículos para albercas y otros artículos ,Clase
468,"Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes ",Subsector
4681,Comercio al por menor de automóviles y camionetas ,Rama
46811,Comercio al por menor de automóviles y camionetas ,Subrama
468111,Comercio al por menor de automóviles y camionetas nuevos ,Clase
468112,Comercio al por menor de automóviles y camionetas usados ,Clase
4682,"Comercio al por menor de partes y refacciones para automóviles, camionetas y camiones ",Rama
46821,"Comercio al por menor de partes y refacciones para automóviles, camionetas y camiones ",Subrama
468211,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones ",Clase
468212,"Comercio al por menor de partes y refacciones usadas para automóviles, camionetas y camiones ",Clase
468213,"Comercio al por menor de llantas y cámaras para automóviles, camionetas y camiones ",Clase
4683,Comercio al por menor de motocicletas y otros vehículos de motor ,Rama
46831,Comercio al por menor de motocicletas y otros vehículos de motor ,Subrama
468311,Comercio al por menor de motocicletas ,Clase
468319,Comercio al por menor de otros vehículos de motor ,Clase
4684,"Comercio al por menor de combustibles, aceites y grasas lubricantes ",Rama
46841,Comercio al por menor de combustibles ,Subrama
468411,Comercio al por menor de gasolina y diésel ,Clase
468412,Comercio al por menor de gas L.P. en cilindros y para tanques estacionarios ,Clase
468413,Comercio al por menor de gas L.P. en estaciones de carburación ,Clase
468414,Comercio al por menor en estaciones de gas natural vehicular ,Clase
468419,Comercio al por menor de otros combustibles ,Clase
46842,"Comercio al por menor de aceites y grasas lubricantes, aditivos y similares para vehículos de motor ",Subrama
468420,"Comercio al por menor de aceites y grasas lubricantes, aditivos y similares para vehículos de motor ",Clase
469,"Comercio al por menor exclusivamente a través de internet, y catálogos impresos, televisión y similares ",Subsector
4691,"Comercio al por menor exclusivamente a través de internet, y catálogos impresos, televisión y similares ",Rama
46911,"Comercio al por menor exclusivamente a través de internet, y catálogos impresos, televisión y similares ",Subrama
469110,"Comercio al por menor exclusivamente a través de internet, y catálogos impresos, televisión y similares ",Clase
48-49,"Transportes, correos y almacenamiento",Sector
481,Transporte aéreo,Subsector
4811,Transporte aéreo regular,Rama
48111,Transporte aéreo regular,Subrama
481111,Transporte aéreo regular en líneas aéreas nacionales ,Clase
481112,Transporte aéreo regular en líneas aéreas extranjeras ,Clase
4812,Transporte aéreo no regular,Rama
48121,Transporte aéreo no regular,Subrama
481210,Transporte aéreo no regular ,Clase
482,Transporte por ferrocarril,Subsector
4821,Transporte por ferrocarril,Rama
48211,Transporte por ferrocarril,Subrama
482110,Transporte por ferrocarril ,Clase
483,Transporte por agua,Subsector
4831,Transporte marítimo,Rama
48311,Transporte marítimo,Subrama
483111,"Transporte marítimo de altura, excepto de petróleo y gas natural ",Clase
483112,"Transporte marítimo de cabotaje, excepto de petróleo y gas natural ",Clase
483113,Transporte marítimo de petróleo y gas natural ,Clase
4832,Transporte por aguas interiores,Rama
48321,Transporte por aguas interiores,Subrama
483210,Transporte por aguas interiores ,Clase
484,Autotransporte de carga,Subsector
4841,Autotransporte de carga general,Rama
48411,Autotransporte local de carga general,Subrama
484111,Autotransporte local de productos agrícolas sin refrigeración ,Clase
484119,Otro autotransporte local de carga general ,Clase
48412,Autotransporte foráneo de carga general,Subrama
484121,Autotransporte foráneo de productos agrícolas sin refrigeración ,Clase
484129,Otro autotransporte foráneo de carga general ,Clase
4842,Autotransporte de carga especializado,Rama
48421,Servicios de mudanzas,Subrama
484210,Servicios de mudanzas ,Clase
48422,"Autotransporte local de carga especializado, excepto mudanzas",Subrama
484221,Autotransporte local de materiales para la construcción ,Clase
484222,Autotransporte local de materiales y residuos peligrosos ,Clase
484223,Autotransporte local con refrigeración ,Clase
484224,Autotransporte local de madera ,Clase
484229,Otro autotransporte local de carga especializado ,Clase
48423,"Autotransporte foráneo de carga especializado, excepto mudanzas",Subrama
484231,Autotransporte foráneo de materiales para la construcción ,Clase
484232,Autotransporte foráneo de materiales y residuos peligrosos ,Clase
484233,Autotransporte foráneo con refrigeración ,Clase
484234,Autotransporte foráneo de madera ,Clase
484239,Otro autotransporte foráneo de carga especializado ,Clase
485,"Transporte terrestre de pasajeros, excepto por ferrocarril",Subsector
4851,Transporte colectivo urbano y suburbano de pasajeros de ruta fija,Rama
48511,Transporte colectivo urbano y suburbano de pasajeros de ruta fija,Subrama
485111,Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija ,Clase
485113,Transporte colectivo urbano y suburbano de pasajeros en trolebuses y trenes ligeros ,Clase
485114,Transporte colectivo urbano y suburbano de pasajeros en metro ,Clase
485115,Transporte colectivo urbano y suburbano de pasajeros en autobuses que transitan en carril exclusivo ,Clase
4852,Transporte colectivo foráneo de pasajeros de ruta fija,Rama
48521,Transporte colectivo foráneo de pasajeros de ruta fija,Subrama
485210,Transporte colectivo foráneo de pasajeros de ruta fija ,Clase
4853,Servicio de taxis y limusinas,Rama
48532,Alquiler de automóviles con chofer,Subrama
485320,Alquiler de automóviles con chofer ,Clase
4854,Transporte escolar y de personal,Rama
48541,Transporte escolar y de personal,Subrama
485410,Transporte escolar y de personal ,Clase
4855,Alquiler de autobuses con chofer,Rama
48551,Alquiler de autobuses con chofer,Subrama
485510,Alquiler de autobuses con chofer ,Clase
4859,Otro transporte terrestre de pasajeros,Rama
48599,Otro transporte terrestre de pasajeros,Subrama
485990,Otro transporte terrestre de pasajeros ,Clase
486,Transporte por ductos,Subsector
4861,Transporte de petróleo crudo por ductos,Rama
48611,Transporte de petróleo crudo por ductos,Subrama
486110,Transporte de petróleo crudo por ductos ,Clase
4862,Transporte de gas natural por ductos,Rama
48621,Transporte de gas natural por ductos,Subrama
486210,Transporte de gas natural por ductos ,Clase
4869,Transporte por ductos de otros productos,Rama
48691,Transporte por ductos de productos refinados del petróleo,Subrama
486910,Transporte por ductos de productos refinados del petróleo ,Clase
48699,"Transporte por ductos de otros productos, excepto de productos refinados del petróleo",Subrama
486990,"Transporte por ductos de otros productos, excepto de productos refinados del petróleo ",Clase
487,Transporte turístico,Subsector
4871,Transporte turístico por tierra,Rama
48711,Transporte turístico por tierra,Subrama
487110,Transporte turístico por tierra ,Clase
4872,Transporte turístico por agua,Rama
48721,Transporte turístico por agua,Subrama
487210,Transporte turístico por agua ,Clase
4879,Otro transporte turístico,Rama
48799,Otro transporte turístico,Subrama
487990,Otro transporte turístico ,Clase
488,Servicios relacionados con el transporte,Subsector
4881,Servicios relacionados con el transporte aéreo,Rama
48811,Operaciones aeroportuarias,Subrama
488111,Servicios a la navegación aérea ,Clase
488112,Administración de aeropuertos y helipuertos ,Clase
48819,Otros servicios relacionados con el transporte aéreo,Subrama
488190,Otros servicios relacionados con el transporte aéreo ,Clase
4882,Servicios relacionados con el transporte por ferrocarril,Rama
48821,Servicios relacionados con el transporte por ferrocarril,Subrama
488210,Servicios relacionados con el transporte por ferrocarril ,Clase
4883,Servicios relacionados con el transporte por agua,Rama
48831,Administración de puertos y muelles,Subrama
488310,Administración de puertos y muelles ,Clase
48832,Servicios de carga y descarga para el transporte por agua,Subrama
488320,Servicios de carga y descarga para el transporte por agua ,Clase
48833,Servicios para la navegación por agua,Subrama
488330,Servicios para la navegación por agua ,Clase
48839,Otros servicios relacionados con el transporte por agua,Subrama
488390,Otros servicios relacionados con el transporte por agua ,Clase
4884,Servicios relacionados con el transporte por carretera,Rama
48841,Servicios de grúa,Subrama
488410,Servicios de grúa ,Clase
48849,Otros servicios relacionados con el transporte por carretera,Subrama
488491,Servicios de administración de centrales camioneras ,Clase
488492,"Servicios de administración de carreteras, puentes y servicios auxiliares ",Clase
488493,Servicios de báscula para el transporte y otros servicios relacionados con el transporte por carretera ,Clase
4885,Servicios de intermediación para el transporte de carga,Rama
48851,Servicios de intermediación para el transporte de carga,Subrama
488511,Servicios de agencias aduanales ,Clase
488519,Otros servicios de intermediación para el transporte de carga ,Clase
4889,Otros servicios relacionados con el transporte,Rama
48899,Otros servicios relacionados con el transporte,Subrama
488990,Otros servicios relacionados con el transporte ,Clase
491,Servicios postales,Subsector
4911,Servicios postales,Rama
49111,Servicios postales,Subrama
491110,Servicios postales ,Clase
492,Servicios de mensajería y paquetería,Subsector
4921,Servicios de mensajería y paquetería foránea,Rama
49211,Servicios de mensajería y paquetería foránea,Subrama
492110,Servicios de mensajería y paquetería foránea ,Clase
4922,Servicios de mensajería y paquetería local,Rama
49221,Servicios de mensajería y paquetería local,Subrama
492210,Servicios de mensajería y paquetería local ,Clase
493,Servicios de almacenamiento,Subsector
4931,Servicios de almacenamiento,Rama
49311,Almacenes generales de depósito y otros servicios de almacenamiento general sin instalaciones especializadas,Subrama
493111,Almacenes generales de depósito ,Clase
493119,Otros servicios de almacenamiento general sin instalaciones especializadas ,Clase
49312,Almacenamiento con refrigeración,Subrama
493120,Almacenamiento con refrigeración ,Clase
49313,Almacenamiento de productos agrícolas que no requieren refrigeración,Subrama
493130,Almacenamiento de productos agrícolas que no requieren refrigeración ,Clase
49319,Otros servicios de almacenamiento con instalaciones especializadas,Subrama
493190,Otros servicios de almacenamiento con instalaciones especializadas ,Clase
51,Información en medios masivos,Sector
511,"Edición de periódicos, revistas, libros, software y otros materiales, y edición de estas publicaciones integrada con la impresión",Subsector
5111,"Edición de periódicos, revistas, libros y similares, y edición de estas publicaciones integrada con la impresión",Rama
51111,Edición de periódicos y edición de estas publicaciones integrada con la impresión,Subrama
511111,Edición de periódicos ,Clase
511112,Edición de periódicos integrada con la impresión ,Clase
51112,Edición de revistas y otras publicaciones periódicas y edición de estas publicaciones integrada con la impresión,Subrama
511121,Edición de revistas y otras publicaciones periódicas ,Clase
511122,Edición de revistas y otras publicaciones periódicas integrada con la impresión ,Clase
51113,Edición de libros y edición de estas publicaciones integrada con la impresión,Subrama
511131,Edición de libros ,Clase
511132,Edición de libros integrada con la impresión ,Clase
51114,"Edición de directorios y de listas de correo, y edición de estas publicaciones integrada con la impresión",Subrama
511141,Edición de directorios y de listas de correo ,Clase
511142,Edición de directorios y de listas de correo integrada con la impresión ,Clase
51119,Edición de otros materiales y edición de estas publicaciones integrada con la impresión,Subrama
511191,Edición de otros materiales ,Clase
511192,Edición de otros materiales integrada con la impresión ,Clase
5112,Edición de software y edición de software integrada con la reproducción,Rama
51121,Edición de software y edición de software integrada con la reproducción,Subrama
511210,Edición de software y edición de software integrada con la reproducción ,Clase
512,"Industria fílmica y del video, e industria del sonido",Subsector
5121,Industria fílmica y del video,Rama
51211,"Producción de películas, programas para la televisión y otros materiales audiovisuales",Subrama
512111,Producción de películas ,Clase
512112,Producción de programas para la televisión ,Clase
512113,"Producción de videoclips, comerciales y otros materiales audiovisuales ",Clase
51212,Distribución de películas y de otros materiales audiovisuales,Subrama
512120,Distribución de películas y de otros materiales audiovisuales ,Clase
51213,Exhibición de películas y otros materiales audiovisuales,Subrama
512130,Exhibición de películas y otros materiales audiovisuales ,Clase
51219,Servicios de postproducción y otros servicios para la industria fílmica y del video,Subrama
512190,Servicios de postproducción y otros servicios para la industria fílmica y del video ,Clase
5122,Industria del sonido,Rama
51223,Editoras de música,Subrama
512230,Editoras de música ,Clase
51224,Grabación de discos compactos (CD) y de video digital (DVD) o casetes musicales,Subrama
512240,Grabación de discos compactos (CD) y de video digital (DVD) o casetes musicales ,Clase
51225,Productoras y distribuidoras discográficas,Subrama
512250,Productoras y distribuidoras discográficas ,Clase
51229,Otros servicios de grabación del sonido,Subrama
512290,Otros servicios de grabación del sonido ,Clase
515,Radio y televisión,Subsector
5151,Transmisión de programas de radio y televisión,Rama
51511,Transmisión de programas de radio,Subrama
515110,Transmisión de programas de radio ,Clase
51512,Transmisión de programas de televisión,Subrama
515120,Transmisión de programas de televisión ,Clase
5152,Producción de programación de canales para sistemas de televisión por cable o satelitales,Rama
51521,Producción de programación de canales para sistemas de televisión por cable o satelitales,Subrama
515210,Producción de programación de canales para sistemas de televisión por cable o satelitales ,Clase
517,Telecomunicaciones,Subsector
5173,Operadores de servicios de telecomunicaciones alámbricas e inalámbricas,Rama
51731,Operadores de servicios de telecomunicaciones alámbricas e inalámbricas,Subrama
517311,Operadores de servicios de telecomunicaciones alámbricas ,Clase
517312,Operadores de servicios de telecomunicaciones inalámbricas ,Clase
5174,Operadores de servicios de telecomunicaciones vía satélite,Rama
51741,Operadores de servicios de telecomunicaciones vía satélite,Subrama
517410,Operadores de servicios de telecomunicaciones vía satélite ,Clase
5179,Otros servicios de telecomunicaciones,Rama
51791,Otros servicios de telecomunicaciones,Subrama
517910,Otros servicios de telecomunicaciones ,Clase
518,"Procesamiento electrónico de información, hospedaje y otros servicios relacionados",Subsector
5182,"Procesamiento electrónico de información, hospedaje y otros servicios relacionados",Rama
51821,"Procesamiento electrónico de información, hospedaje y otros servicios relacionados",Subrama
518210,"Procesamiento electrónico de información, hospedaje y otros servicios relacionados ",Clase
519,Otros servicios de información,Subsector
5191,Otros servicios de información,Rama
51911,Agencias noticiosas,Subrama
519110,Agencias noticiosas ,Clase
51912,Bibliotecas y archivos,Subrama
519121,Bibliotecas y archivos del sector privado ,Clase
51913,Edición y difusión de contenido exclusivamente a través de internet y servicios de búsqueda en la red,Subrama
519130,Edición y difusión de contenido exclusivamente a través de internet y servicios de búsqueda en la red ,Clase
51919,Otros servicios de suministro de información,Subrama
519190,Otros servicios de suministro de información ,Clase
52,Servicios financieros y de seguros,Sector
521,Banca central,Subsector
5211,Banca central,Rama
52111,Banca central,Subrama
521110,Banca central ,Clase
522,Instituciones de intermediación crediticia y financiera no bursátil,Subsector
5221,Banca múltiple ,Rama
52211,Banca múltiple ,Subrama
522110,Banca múltiple ,Clase
5222,Instituciones financieras de fomento económico ,Rama
52221,Banca de desarrollo ,Subrama
522210,Banca de desarrollo ,Clase
52222,Fondos y fideicomisos financieros ,Subrama
522220,Fondos y fideicomisos financieros ,Clase
5223,Uniones de crédito e instituciones de ahorro ,Rama
52231,Uniones de crédito ,Subrama
522310,Uniones de crédito ,Clase
52232,Cajas de ahorro popular ,Subrama
522320,Cajas de ahorro popular ,Clase
52239,Otras instituciones de ahorro y préstamo ,Subrama
522390,Otras instituciones de ahorro y préstamo ,Clase
5224,Otras instituciones de intermediación crediticia y financiera no bursátil ,Rama
52244,Compañías de autofinanciamiento ,Subrama
522440,Compañías de autofinanciamiento ,Clase
52245,Montepíos y casas de empeño ,Subrama
522451,Montepíos ,Clase
522452,Casas de empeño ,Clase
52246,Sociedades financieras de objeto múltiple ,Subrama
522460,Sociedades financieras de objeto múltiple ,Clase
52249,Otras instituciones de intermediación crediticia y financiera no bursátil ,Subrama
522490,Otras instituciones de intermediación crediticia y financiera no bursátil ,Clase
5225,Servicios relacionados con la intermediación crediticia no bursátil ,Rama
52251,Servicios relacionados con la intermediación crediticia no bursátil ,Subrama
522510,Servicios relacionados con la intermediación crediticia no bursátil ,Clase
523,"Actividades bursátiles, cambiarias y de inversión financiera",Subsector
5231,"Casas de bolsa, casas de cambio y centros cambiarios",Rama
52311,Casas de bolsa ,Subrama
523110,Casas de bolsa ,Clase
52312,Casas de cambio y centros cambiarios ,Subrama
523121,Casas de cambio ,Clase
523122,Centros cambiarios ,Clase
5232,Bolsa de valores,Rama
52321,Bolsa de valores,Subrama
523210,Bolsa de valores ,Clase
5239,Asesoría en inversiones y otros servicios relacionados con la intermediación bursátil,Rama
52391,Asesoría en inversiones ,Subrama
523910,Asesoría en inversiones ,Clase
52399,Otros servicios relacionados con la intermediación bursátil ,Subrama
523990,Otros servicios relacionados con la intermediación bursátil ,Clase
524,"Compañías de seguros, fianzas, y administración de fondos para el retiro",Subsector
5241,Compañías de seguros y fianzas,Rama
52411,Compañías de seguros ,Subrama
524110,Compañías de seguros ,Clase
52412,Fondos de aseguramiento campesino ,Subrama
524120,Fondos de aseguramiento campesino ,Clase
52413,Compañías afianzadoras ,Subrama
524130,Compañías afianzadoras ,Clase
5242,"Servicios relacionados con los seguros y las fianzas, y administración de fondos para el retiro",Rama
52421,"Agentes, ajustadores y gestores de seguros y fianzas ",Subrama
524210,"Agentes, ajustadores y gestores de seguros y fianzas ",Clase
52422,Administración de fondos para el retiro ,Subrama
524220,Administración de fondos para el retiro ,Clase
53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,Sector
531,Servicios inmobiliarios,Subsector
5311,Alquiler sin intermediación de bienes raíces,Rama
53111,Alquiler sin intermediación de bienes raíces ,Subrama
531111,Alquiler sin intermediación de viviendas amuebladas ,Clase
531112,Alquiler sin intermediación de viviendas no amuebladas ,Clase
531113,Alquiler sin intermediación de salones para fiestas y convenciones ,Clase
531114,Alquiler sin intermediación de oficinas y locales comerciales ,Clase
531115,"Alquiler sin intermediación de teatros, estadios, auditorios y similares ",Clase
531116,Alquiler sin intermediación de edificios industriales dentro de un parque industrial ,Clase
531119,Alquiler sin intermediación de otros bienes raíces ,Clase
5312,Inmobiliarias y corredores de bienes raíces,Rama
53121,Inmobiliarias y corredores de bienes raíces,Subrama
531210,Inmobiliarias y corredores de bienes raíces ,Clase
5313,Servicios relacionados con los servicios inmobiliarios,Rama
53131,Servicios relacionados con los servicios inmobiliarios ,Subrama
531311,Servicios de administración de bienes raíces ,Clase
531319,Otros servicios relacionados con los servicios inmobiliarios ,Clase
532,Servicios de alquiler de bienes muebles,Subsector
5321,"Alquiler de automóviles, camiones y otros transportes terrestres",Rama
53211,Alquiler de automóviles sin chofer,Subrama
532110,Alquiler de automóviles sin chofer ,Clase
53212,"Alquiler de camiones de carga, autobuses, minibuses y remolques sin chofer",Subrama
532121,Alquiler de camiones de carga sin chofer ,Clase
532122,"Alquiler de autobuses, minibuses y remolques sin chofer ",Clase
5322,Alquiler de artículos para el hogar y personales,Rama
53221,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,Subrama
532210,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales ,Clase
53228,Alquiler de otros artículos para el hogar y personales,Subrama
532281,Alquiler de prendas de vestir ,Clase
532282,"Alquiler de mesas, sillas, vajillas y similares ",Clase
532289,Alquiler de otros artículos para el hogar y personales ,Clase
5323,Centros generales de alquiler,Rama
53231,Centros generales de alquiler,Subrama
532310,Centros generales de alquiler ,Clase
5324,"Alquiler de maquinaria y equipo agropecuario, pesquero, industrial, comercial y de servicios",Rama
53241,"Alquiler de maquinaria y equipo para construcción, minería, actividades forestales y transporte, excepto terrestre",Subrama
532411,"Alquiler de maquinaria y equipo para construcción, minería y actividades forestales ",Clase
532412,"Alquiler de equipo de transporte, excepto terrestre ",Clase
53242,Alquiler de equipo de cómputo y de otras máquinas y mobiliario de oficina,Subrama
532420,Alquiler de equipo de cómputo y de otras máquinas y mobiliario de oficina ,Clase
53249,"Alquiler de otra maquinaria y equipo agropecuario, pesquero, para la industria manufacturera, comercial y de servicios",Subrama
532491,"Alquiler de maquinaria y equipo agropecuario, pesquero y para la industria manufacturera ",Clase
532492,"Alquiler de maquinaria y equipo para mover, levantar y acomodar materiales ",Clase
532493,Alquiler de maquinaria y equipo comercial y de servicios ,Clase
533,"Servicios de alquiler de marcas registradas, patentes y franquicias",Subsector
5331,"Servicios de alquiler de marcas registradas, patentes y franquicias",Rama
53311,"Servicios de alquiler de marcas registradas, patentes y franquicias",Subrama
533110,"Servicios de alquiler de marcas registradas, patentes y franquicias ",Clase
54,"Servicios profesionales, científicos y técnicos",Sector
541,"Servicios profesionales, científicos y técnicos",Subsector
5411,Servicios legales,Rama
54111,Bufetes jurídicos,Subrama
541110,Bufetes jurídicos ,Clase
54112,Notarías públicas,Subrama
541120,Notarías públicas ,Clase
54119,Servicios de apoyo para efectuar trámites legales,Subrama
541190,Servicios de apoyo para efectuar trámites legales ,Clase
5412,"Servicios de contabilidad, auditoría y servicios relacionados",Rama
54121,"Servicios de contabilidad, auditoría y servicios relacionados",Subrama
541211,Servicios de contabilidad y auditoría ,Clase
541219,Otros servicios relacionados con la contabilidad ,Clase
5413,"Servicios de arquitectura, ingeniería y actividades relacionadas",Rama
54131,Servicios de arquitectura,Subrama
541310,Servicios de arquitectura ,Clase
54132,Servicios de arquitectura de paisaje y urbanismo,Subrama
541320,Servicios de arquitectura de paisaje y urbanismo ,Clase
54133,Servicios de ingeniería,Subrama
541330,Servicios de ingeniería ,Clase
54134,Servicios de dibujo,Subrama
541340,Servicios de dibujo ,Clase
54135,Servicios de inspección de edificios,Subrama
541350,Servicios de inspección de edificios ,Clase
54136,Servicios de levantamiento geofísico,Subrama
541360,Servicios de levantamiento geofísico ,Clase
54137,Servicios de elaboración de mapas,Subrama
541370,Servicios de elaboración de mapas ,Clase
54138,Laboratorios de pruebas,Subrama
541380,Laboratorios de pruebas ,Clase
5414,Diseño especializado,Rama
54141,Diseño y decoración de interiores,Subrama
541410,Diseño y decoración de interiores ,Clase
54142,Diseño industrial,Subrama
541420,Diseño industrial ,Clase
54143,Diseño gráfico,Subrama
541430,Diseño gráfico ,Clase
54149,Diseño de modas y otros diseños especializados,Subrama
541490,Diseño de modas y otros diseños especializados ,Clase
5415,Servicios de diseño de sistemas de cómputo y servicios relacionados,Rama
54151,Servicios de diseño de sistemas de cómputo y servicios relacionados,Subrama
541510,Servicios de diseño de sistemas de cómputo y servicios relacionados ,Clase
5416,"Servicios de consultoría administrativa, científica y técnica",Rama
54161,Servicios de consultoría en administración,Subrama
541610,Servicios de consultoría en administración ,Clase
54162,Servicios de consultoría en medio ambiente,Subrama
541620,Servicios de consultoría en medio ambiente ,Clase
54169,Otros servicios de consultoría científica y técnica,Subrama
541690,Otros servicios de consultoría científica y técnica ,Clase
5417,Servicios de investigación científica y desarrollo,Rama
54171,"Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida",Subrama
541711,"Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado ",Clase
54172,Servicios de investigación científica y desarrollo en ciencias sociales y humanidades,Subrama
541721,"Servicios de investigación científica y desarrollo en ciencias sociales y humanidades, prestados por el sector privado ",Clase
5418,Servicios de publicidad y actividades relacionadas,Rama
54181,Agencias de publicidad,Subrama
541810,Agencias de publicidad ,Clase
54182,Agencias de relaciones públicas,Subrama
541820,Agencias de relaciones públicas ,Clase
54183,Agencias de compra de medios a petición del cliente,Subrama
541830,Agencias de compra de medios a petición del cliente ,Clase
54184,Agencias de representación de medios,Subrama
541840,Agencias de representación de medios ,Clase
54185,Agencias de anuncios publicitarios,Subrama
541850,Agencias de anuncios publicitarios ,Clase
54186,Agencias de correo directo,Subrama
541860,Agencias de correo directo ,Clase
54187,Distribución de material publicitario,Subrama
541870,Distribución de material publicitario ,Clase
54189,Servicios de rotulación y otros servicios de publicidad,Subrama
541890,Servicios de rotulación y otros servicios de publicidad ,Clase
5419,"Otros servicios profesionales, científicos y técnicos",Rama
54191,Servicios de investigación de mercados y encuestas de opinión pública,Subrama
541910,Servicios de investigación de mercados y encuestas de opinión pública ,Clase
54192,Servicios de fotografía y videograbación,Subrama
541920,Servicios de fotografía y videograbación ,Clase
54193,Servicios de traducción e interpretación,Subrama
541930,Servicios de traducción e interpretación ,Clase
54194,Servicios veterinarios,Subrama
541941,Servicios veterinarios para mascotas prestados por el sector privado ,Clase
541943,Servicios veterinarios para la ganadería prestados por el sector privado ,Clase
54199,"Otros servicios profesionales, científicos y técnicos",Subrama
541990,"Otros servicios profesionales, científicos y técnicos ",Clase
55,Corporativos,Sector
551,Corporativos,Subsector
5511,Corporativos,Rama
55111,Corporativos,Subrama
551111,Corporativos ,Clase
551112,Tenedoras de acciones ,Clase
56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",Sector
561,Servicios de apoyo a los negocios,Subsector
5611,Servicios de administración de negocios,Rama
56111,Servicios de administración de negocios,Subrama
561110,Servicios de administración de negocios ,Clase
5612,Servicios combinados de apoyo en instalaciones,Rama
56121,Servicios combinados de apoyo en instalaciones,Subrama
561210,Servicios combinados de apoyo en instalaciones ,Clase
5613,Servicios de empleo,Rama
56131,Agencias de colocación,Subrama
561310,Agencias de colocación ,Clase
56132,Agencias de empleo temporal,Subrama
561320,Agencias de empleo temporal ,Clase
56133,Suministro de personal permanente,Subrama
561330,Suministro de personal permanente ,Clase
5614,"Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",Rama
56141,Servicios de preparación de documentos,Subrama
561410,Servicios de preparación de documentos ,Clase
56142,"Servicios de casetas telefónicas, recepción de llamadas y promoción por teléfono",Subrama
561421,Servicios de casetas telefónicas ,Clase
561422,Servicios de recepción de llamadas telefónicas y promoción por teléfono ,Clase
56143,"Servicios de fotocopiado, fax, acceso a computadoras y afines",Subrama
561431,"Servicios de fotocopiado, fax y afines ",Clase
561432,Servicios de acceso a computadoras ,Clase
56144,Agencias de cobranza,Subrama
561440,Agencias de cobranza ,Clase
56145,Despachos de investigación de solvencia financiera,Subrama
561450,Despachos de investigación de solvencia financiera ,Clase
56149,Otros servicios de apoyo secretarial y similares,Subrama
561490,Otros servicios de apoyo secretarial y similares ,Clase
5615,Agencias de viajes y servicios de reservaciones,Rama
56151,Agencias de viajes,Subrama
561510,Agencias de viajes ,Clase
56152,Organización de excursiones y paquetes turísticos para agencias de viajes (Operadores de tours),Subrama
561520,Organización de excursiones y paquetes turísticos para agencias de viajes (Operadores de tours) ,Clase
56159,Otros servicios de reservaciones,Subrama
561590,Otros servicios de reservaciones ,Clase
5616,"Servicios de investigación, protección y seguridad",Rama
56161,"Servicios de investigación y de protección y custodia, excepto mediante monitoreo",Subrama
561610,"Servicios de investigación y de protección y custodia, excepto mediante monitoreo ",Clase
56162,Servicios de protección y custodia mediante el monitoreo de sistemas de seguridad,Subrama
561620,Servicios de protección y custodia mediante el monitoreo de sistemas de seguridad ,Clase
5617,Servicios de limpieza,Rama
56171,Servicios de control y exterminación de plagas,Subrama
561710,Servicios de control y exterminación de plagas ,Clase
56172,Servicios de limpieza de inmuebles,Subrama
561720,Servicios de limpieza de inmuebles ,Clase
56173,Servicios de instalación y mantenimiento de áreas verdes,Subrama
561730,Servicios de instalación y mantenimiento de áreas verdes ,Clase
56174,"Servicios de limpieza de tapicería, alfombras y muebles",Subrama
561740,"Servicios de limpieza de tapicería, alfombras y muebles ",Clase
56179,Otros servicios de limpieza,Subrama
561790,Otros servicios de limpieza ,Clase
5619,Otros servicios de apoyo a los negocios,Rama
56191,Servicios de empacado y etiquetado,Subrama
